num,fixed_acidit,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
35,0.1923076923076924,0.18627450980392157,0.12048192771084339,0.22009202453987728,0.10385756676557864,0.06968641114982578,0.3944315545243619,0.17524580682475488,0.5909090909090913,0.17441860465116277,0.35483870967741926,5
36,0.3365384615384617,0.19607843137254904,0.25903614457831325,0.01687116564417178,0.2106824925816024,0.06620209059233449,0.2645011600928074,0.06535569693464538,0.42727272727272725,0.2325581395348837,0.774193548387097,5
37,0.2596153846153847,0.30392156862745096,0.1385542168674699,0.0736196319018405,0.12462908011869436,0.08013937282229966,0.3248259860788863,0.1212647002120697,0.4727272727272731,0.1511627906976744,0.3225806451612905,5
38,0.3076923076923078,0.2450980392156863,0.1927710843373494,0.00920245398773006,0.13056379821958458,0.1254355400696864,0.29930394431554525,0.06728359359938452,0.3727272727272726,0.06976744186046513,0.5161290322580645,6
39,0.3365384615384617,0.15686274509803919,0.2349397590361446,0.26610429447852757,0.142433234421365,0.14982578397212543,0.3248259860788863,0.24657798342008874,0.44545454545454577,0.16279069767441856,0.09677419354838701,5
40,0.3365384615384617,0.15686274509803919,0.2349397590361446,0.26610429447852757,0.142433234421365,0.14982578397212543,0.3248259860788863,0.24657798342008874,0.44545454545454577,0.16279069767441856,0.09677419354838701,5
41,0.27884615384615397,0.14705882352941177,0.2349397590361446,0.02914110429447853,0.4836795252225519,0.21254355400696864,0.34570765661252895,0.1270483902062871,0.3545454545454545,0.16279069767441856,0.22580645161290325,6
42,0.27884615384615397,0.15686274509803919,0.2349397590361446,0.035276073619631906,0.486646884272997,0.21254355400696864,0.3433874709976798,0.1270483902062871,0.3454545454545457,0.13953488372093026,0.22580645161290325,6
43,0.3076923076923078,0.22549019607843135,0.15662650602409642,0.10429447852760737,0.17804154302670627,0.09059233449477352,0.35034802784222735,0.15982263350684178,0.3727272727272726,0.27906976744186046,0.2903225806451615,6
44,0.2692307692307693,0.15686274509803919,0.16265060240963858,0.012269938650306747,0.142433234421365,0.10801393728222997,0.33178654292343385,0.1212647002120697,0.45454545454545503,0.3953488372093023,0.24193548387096775,6
45,0.27884615384615397,0.14705882352941177,0.15662650602409642,0.012269938650306747,0.1513353115727003,0.10801393728222997,0.33642691415313225,0.1212647002120697,0.4727272727272731,0.3953488372093023,0.24193548387096775,6
46,0.34615384615384626,0.0980392156862745,0.18674698795180725,0.012269938650306747,0.1454005934718101,0.1254355400696864,0.36658932714617165,0.11548101021785229,0.40000000000000036,0.3604651162790698,0.3225806451612905,7
47,0.23076923076923084,0.3627450980392157,0.15662650602409642,0.05828220858895705,0.16023738872403562,0.21254355400696864,0.45707656612528996,0.13283208020050097,0.5,0.3488372093023256,0.2903225806451615,4
48,0.23076923076923084,0.37254901960784315,0.15060240963855423,0.05828220858895705,0.16913946587537093,0.20905923344947736,0.45939675174013916,0.13090418353576183,0.4818181818181819,0.3488372093023256,0.2903225806451615,5
49,0.3076923076923078,0.22549019607843135,0.15662650602409642,0.10429447852760737,0.17804154302670627,0.09059233449477352,0.35034802784222735,0.15982263350684178,0.3727272727272726,0.27906976744186046,0.2903225806451615,6
50,0.29807692307692324,0.10784313725490197,0.21084337349397592,0.06748466257668712,0.17210682492581605,0.10452961672473868,0.32714617169373544,0.1521110468478888,0.581818181818182,0.30232558139534876,0.2903225806451615,5
51,0.3269230769230771,0.10784313725490197,0.18674698795180725,0.015337423312883437,0.15727002967359052,0.10104529616724739,0.3805104408352668,0.08849045691151147,0.5727272727272732,0.25581395348837205,0.596774193548387,6
52,0.2692307692307693,0.16666666666666666,0.1746987951807229,0.007668711656441719,0.17507418397626115,0.1289198606271777,0.2668213457076566,0.08270676691729406,0.5636363636363635,0.4186046511627906,0.4838709677419355,7
53,0.23076923076923084,0.0784313725490196,0.1987951807228916,0.007668711656441719,0.142433234421365,0.06620209059233449,0.16937354988399073,0.07499518025833751,0.5454545454545454,0.27906976744186046,0.467741935483871,7
54,0.2500000000000001,0.0980392156862745,0.21084337349397592,0.006134969325153375,0.10682492581602374,0.1289198606271777,0.22969837587006958,0.07692307692307665,0.5363636363636366,0.1511627906976744,0.467741935483871,6
55,0.28846153846153855,0.11764705882352941,0.355421686746988,0.004601226993865032,0.40949554896142437,0.1254355400696864,0.2853828306264501,0.11355311355311315,0.2999999999999998,0.18604651162790697,0.17741935483870974,6
56,0.29807692307692324,0.16666666666666666,0.21084337349397592,0.010736196319018405,0.08902077151335314,0.09407665505226481,0.42227378190255216,0.07113938692886279,0.3727272727272726,0.3488372093023256,0.4838709677419355,6
57,0.3269230769230771,0.12745098039215685,0.20481927710843376,0.17331288343558282,0.10089020771513352,0.12195121951219512,0.4733178654292343,0.17524580682475488,0.3363636363636364,0.3255813953488372,0.25806451612903225,6
58,0.21153846153846168,0.10784313725490197,0.15662650602409642,0.18098159509202455,0.11572700296735905,0.1672473867595819,0.3201856148491879,0.1945247734721427,0.5272727272727273,0.16279069767441856,0.14516129032258074,6
59,0.2692307692307693,0.29411764705882354,0.09036144578313253,0.061349693251533735,0.10385756676557864,0.08013937282229966,0.16009280742459397,0.11548101021785229,0.3545454545454545,0.18604651162790697,0.35483870967741926,6
60,0.34615384615384626,0.11764705882352941,0.21686746987951808,0.00920245398773006,0.08605341246290801,0.14634146341463414,0.23665893271461713,0.10584152689416015,0.581818181818182,0.13953488372093026,0.306451612903226,6
61,0.28846153846153855,0.1372549019607843,0.14457831325301204,0.06595092024539878,0.24629080118694366,0.0975609756097561,0.2645011600928074,0.15403894351262792,0.28181818181818175,0.27906976744186046,0.09677419354838701,6
62,0.21153846153846168,0.10784313725490197,0.15662650602409642,0.18098159509202455,0.11572700296735905,0.1672473867595819,0.3201856148491879,0.1945247734721427,0.5272727272727273,0.16279069767441856,0.14516129032258074,6
63,0.3076923076923078,0.38235294117647056,0.04216867469879519,0.007668711656441719,0.07715133531157273,0.05226480836236934,0.32946635730858465,0.07499518025833751,0.27272727272727293,0.13953488372093026,0.403225806451613,5
64,0.2692307692307693,0.29411764705882354,0.09036144578313253,0.061349693251533735,0.10385756676557864,0.08013937282229966,0.16009280742459397,0.11548101021785229,0.3545454545454545,0.18604651162790697,0.35483870967741926,6
65,0.3269230769230771,0.15686274509803919,0.16265060240963858,0.012269938650306747,0.08605341246290801,0.10104529616724739,0.26218097447795824,0.10776942355889929,0.3909090909090911,0.27906976744186046,0.370967741935484,6
66,0.23076923076923084,0.2647058823529411,0.018072289156626505,0.00920245398773006,0.16320474777448074,0.09407665505226481,0.25754060324825984,0.1212647002120697,0.45454545454545503,0.372093023255814,0.17741935483870974,5
67,0.2500000000000001,0.1764705882352941,0.14457831325301204,0.08895705521472393,0.09198813056379823,0.08710801393728224,0.2668213457076566,0.061499903605167106,0.45454545454545503,0.31395348837209297,0.741935483870968,7
68,0.27884615384615397,0.16666666666666666,0.07831325301204821,0.00920245398773006,0.09495548961424335,0.27526132404181186,0.38283062645011595,0.09427414690572533,0.3818181818181823,0.2325581395348837,0.2903225806451615,5
69,0.27884615384615397,0.14705882352941177,0.18674698795180725,0.023006134969325156,0.10979228486646886,0.0975609756097561,0.20185614849187933,0.10584152689416015,0.5545454545454547,0.48837209302325574,0.435483870967742,8
70,0.34615384615384626,0.15686274509803919,0.1746987951807229,0.14570552147239263,0.12166172106824927,0.06620209059233449,0.22273781902552203,0.17524580682475488,0.3727272727272726,0.1511627906976744,0.24193548387096775,5
71,0.23076923076923084,0.18627450980392157,0.25903614457831325,0.11042944785276074,0.1394658753709199,0.16027874564459932,0.5452436194895592,0.1636784268363236,0.3454545454545457,0.3372093023255814,0.16129032258064524,6
72,0.28846153846153855,0.21568627450980388,0.1385542168674699,0.061349693251533735,0.1543026706231454,0.16898954703832753,0.5324825986078886,0.16753422016579833,0.5454545454545454,0.441860465116279,0.24193548387096775,5
73,0.21153846153846168,0.18627450980392157,0.16867469879518077,0.06441717791411042,0.16023738872403562,0.10104529616724739,0.44547563805104406,0.1791016001542296,0.8818181818181823,0.569767441860465,0.3225806451612905,5
74,0.4615384615384617,0.14705882352941177,0.2771084337349398,0.006134969325153375,0.13353115727002968,0.024390243902439025,0.14617169373549882,0.1347599768652401,0.20909090909090944,0.31395348837209297,0.17741935483870974,6
75,0.27884615384615397,0.14705882352941177,0.18674698795180725,0.023006134969325156,0.10979228486646886,0.0975609756097561,0.20185614849187933,0.10584152689416015,0.5545454545454547,0.48837209302325574,0.435483870967742,8
76,0.34615384615384626,0.15686274509803919,0.1746987951807229,0.14570552147239263,0.12166172106824927,0.06620209059233449,0.22273781902552203,0.17524580682475488,0.3727272727272726,0.1511627906976744,0.24193548387096775,5
77,0.3173076923076924,0.0980392156862745,0.21686746987951808,0.012269938650306747,0.10089020771513352,0.10104529616724739,0.18097447795823662,0.05186042028147497,0.49090909090909074,0.17441860465116277,0.7580645161290325,7
78,0.3076923076923078,0.23529411764705882,0.20481927710843376,0.010736196319018405,0.09792284866468845,0.0627177700348432,0.13921113689095127,0.07885097358781579,0.5363636363636366,0.49999999999999994,0.6451612903225807,7
79,0.34615384615384626,0.0980392156862745,0.18072289156626506,0.12576687116564417,0.16320474777448074,0.08362369337979095,0.21809744779582363,0.17331791016001574,0.20000000000000018,0.3953488372093023,0.20967741935483875,5
80,0.27884615384615397,0.45098039215686275,0.16867469879518077,0.0736196319018405,0.1513353115727003,0.06620209059233449,0.22273781902552203,0.15018315018314965,0.5,0.17441860465116277,0.16129032258064524,5
81,0.28846153846153855,0.1372549019607843,0.18674698795180725,0.012269938650306747,0.13056379821958458,0.11149825783972125,0.24361948955916474,0.11162521688837401,0.6090909090909093,0.6395348837209303,0.4193548387096775,6
82,0.3173076923076924,0.11764705882352941,0.20481927710843376,0.2361963190184049,0.12166172106824927,0.17073170731707318,0.36426914153132245,0.21958743011374793,0.44545454545454577,0.441860465116279,0.19354838709677402,6
83,0.3173076923076924,0.25490196078431376,0.12048192771084339,0.08435582822085888,0.16023738872403562,0.156794425087108,0.3596287703016241,0.1443994601889358,0.40909090909090917,0.2325581395348837,0.3225806451612905,5
84,0.3365384615384617,0.1372549019607843,0.18072289156626506,0.1165644171779141,0.11275964391691395,0.13937282229965156,0.45939675174013916,0.18295739348371143,0.5545454545454547,0.27906976744186046,0.24193548387096775,6
85,0.3173076923076924,0.3431372549019608,0.3674698795180723,0.17177914110429449,0.10682492581602374,0.18118466898954705,0.3387470997679814,0.19838056680161742,0.3545454545454545,0.26744186046511625,0.11290322580645151,5
86,0.3173076923076924,0.3529411764705882,0.3734939759036145,0.17177914110429449,0.10385756676557864,0.17421602787456447,0.33178654292343385,0.2003084634663601,0.36363636363636376,0.27906976744186046,0.11290322580645151,6
87,0.3269230769230771,0.30392156862745096,0.3795180722891567,0.15950920245398773,0.10385756676557864,0.18466898954703834,0.3410672853828306,0.19838056680161742,0.3363636363636364,0.25581395348837205,0.11290322580645151,6
88,0.28846153846153855,0.16666666666666666,0.18674698795180725,0.19478527607361965,0.12166172106824927,0.23344947735191637,0.44779582366589327,0.1945247734721427,0.45454545454545503,0.30232558139534876,0.27419354838709675,6
89,0.3173076923076924,0.3431372549019608,0.3674698795180723,0.17177914110429449,0.10682492581602374,0.18118466898954705,0.3387470997679814,0.19838056680161742,0.3545454545454545,0.26744186046511625,0.11290322580645151,5
90,0.3173076923076924,0.3529411764705882,0.3734939759036145,0.17177914110429449,0.10385756676557864,0.17421602787456447,0.33178654292343385,0.2003084634663601,0.36363636363636376,0.27906976744186046,0.11290322580645151,6
91,0.3269230769230771,0.30392156862745096,0.3795180722891567,0.15950920245398773,0.10385756676557864,0.18466898954703834,0.3410672853828306,0.19838056680161742,0.3363636363636364,0.25581395348837205,0.11290322580645151,6
92,0.22115384615384626,0.18627450980392157,0.25903614457831325,0.1058282208588957,0.11869436201780417,0.21951219512195122,0.54292343387471,0.16560632350106275,0.36363636363636376,0.29069767441860456,0.16129032258064524,5
93,0.29807692307692324,0.15686274509803919,0.1987951807228916,0.01687116564417178,0.07715133531157273,0.156794425087108,0.29466357308584684,0.055716213610949694,0.49090909090909074,0.20930232558139533,0.741935483870968,7
94,0.29807692307692324,0.12745098039215685,0.1987951807228916,0.018404907975460124,0.0741839762611276,0.16027874564459932,0.29466357308584684,0.05378831694621056,0.4818181818181819,0.22093023255813948,0.741935483870968,7
95,0.35576923076923084,0.08823529411764708,0.1927710843373494,0.01687116564417178,0.09198813056379823,0.17073170731707318,0.3225058004640371,0.08656256024677234,0.44545454545454577,0.25581395348837205,0.5645161290322582,7
96,0.3173076923076924,0.1764705882352941,0.1746987951807229,0.18098159509202455,0.10385756676557864,0.20905923344947736,0.5359628770301624,0.1887410834779253,0.290909090909091,0.2325581395348837,0.19354838709677402,6
97,0.21153846153846168,0.25490196078431376,0.3975903614457832,0.23466257668711657,0.10979228486646886,0.08362369337979095,0.3596287703016241,0.2080200501253131,0.3818181818181823,0.3255813953488372,0.12903225806451624,6
98,0.4615384615384617,0.18137254901960786,0.21686746987951808,0.00920245398773006,0.0741839762611276,0.04529616724738676,0.16473317865429232,0.08077887025255492,0.20909090909090944,0.16279069767441856,0.5483870967741937,7
99,0.5769230769230771,0.2745098039215686,0.2771084337349398,0.151840490797546,0.08605341246290801,0.006968641114982578,0.17169373549883987,0.1636784268363236,0.15454545454545476,0.09302325581395349,0.33870967741935476,4
100,0.21153846153846168,0.25490196078431376,0.3975903614457832,0.23466257668711657,0.10979228486646886,0.08362369337979095,0.3596287703016241,0.2080200501253131,0.3818181818181823,0.3255813953488372,0.12903225806451624,6
101,0.34615384615384626,0.16666666666666666,0.22289156626506026,0.19785276073619631,0.1513353115727003,0.17421602787456447,0.42459396751740136,0.2003084634663601,0.25454545454545485,0.25581395348837205,0.17741935483870974,5
102,0.3173076923076924,0.03921568627450979,0.1927710843373494,0.1380368098159509,0.13353115727002968,0.21602787456445993,0.35498839907192575,0.17524580682475488,0.6181818181818182,0.22093023255813948,0.22580645161290325,5
103,0.21153846153846168,0.12745098039215685,0.14457831325301204,0.1763803680981595,0.12166172106824927,0.18466898954703834,0.3596287703016241,0.19066898014266442,0.5636363636363635,0.19767441860465118,0.22580645161290325,5
104,0.35576923076923084,0.22058823529411764,0.24096385542168677,0.28067484662576686,0.1483679525222552,0.14634146341463414,0.37354988399071926,0.24850588008482788,0.2454545454545456,0.27906976744186046,0.16129032258064524,5
105,0.34615384615384626,0.16666666666666666,0.22289156626506026,0.19785276073619631,0.1513353115727003,0.17421602787456447,0.42459396751740136,0.2003084634663601,0.25454545454545485,0.25581395348837205,0.17741935483870974,5
106,0.3365384615384617,0.04901960784313725,0.1927710843373494,0.2116564417177914,0.12462908011869436,0.11149825783972125,0.23201856148491878,0.19838056680161742,0.4363636363636365,0.1511627906976744,0.19354838709677402,6
107,0.3173076923076924,0.03921568627450979,0.1927710843373494,0.1380368098159509,0.13353115727002968,0.21602787456445993,0.35498839907192575,0.17524580682475488,0.6181818181818182,0.22093023255813948,0.22580645161290325,5
108,0.3173076923076924,0.14705882352941177,0.21084337349397592,0.2438650306748466,0.09198813056379823,0.20209059233449478,0.3758700696055684,0.22922691343744006,0.40000000000000036,0.4302325581395348,0.17741935483870974,6
109,0.3173076923076924,0.14705882352941177,0.21084337349397592,0.2438650306748466,0.09198813056379823,0.20209059233449478,0.3758700696055684,0.22922691343744006,0.40000000000000036,0.4302325581395348,0.17741935483870974,6
110,0.29807692307692324,0.2450980392156863,0.16867469879518077,0.010736196319018405,0.12462908011869436,0.12195121951219512,0.4129930394431554,0.10776942355889929,0.5,0.441860465116279,0.370967741935484,5
111,0.2596153846153847,0.08823529411764708,0.32530120481927716,0.12116564417177914,0.21661721068249262,0.21602787456445993,0.3573085846867749,0.16946211683053747,0.15454545454545476,0.19767441860465118,0.12903225806451624,6
112,0.3269230769230771,0.18627450980392157,0.2771084337349398,0.27837423312883436,0.12759643916913946,0.14982578397212543,0.5707656612529003,0.24850588008482788,0.290909090909091,0.3488372093023256,0.14516129032258074,5
113,0.3269230769230771,0.22549019607843135,0.30120481927710846,0.19478527607361965,0.1394658753709199,0.22996515679442509,0.4315545243619489,0.21380374011953052,0.26363636363636367,0.29069767441860456,0.19354838709677402,5
114,0.27884615384615397,0.32352941176470584,0.20481927710843376,0.13190184049079753,0.11869436201780417,0.09407665505226481,0.32714617169373544,0.18681318681318615,0.45454545454545503,0.3372093023255814,0.17741935483870974,5
115,0.27884615384615397,0.32352941176470584,0.20481927710843376,0.13190184049079753,0.11869436201780417,0.09407665505226481,0.32714617169373544,0.18681318681318615,0.45454545454545503,0.3372093023255814,0.17741935483870974,5
116,0.16346153846153855,0.39705882352941174,0.0,0.013803680981595092,0.16617210682492584,0.020905923344947737,0.21809744779582363,0.13283208020050097,0.8272727272727276,0.20930232558139533,0.27419354838709675,4
117,0.21153846153846168,0.22549019607843135,0.14457831325301204,0.04141104294478527,0.09495548961424335,0.08013937282229966,0.31090487238979114,0.08270676691729406,0.5363636363636366,0.25581395348837205,0.5322580645161292,6
118,0.3076923076923078,0.05882352941176472,0.24096385542168677,0.01687116564417178,0.07715133531157273,0.04878048780487805,0.17633410672853828,0.07692307692307665,0.42727272727272725,0.2325581395348837,0.6129032258064517,6
119,0.3269230769230771,0.22549019607843135,0.30120481927710846,0.19478527607361965,0.1394658753709199,0.22996515679442509,0.4315545243619489,0.21380374011953052,0.26363636363636367,0.29069767441860456,0.19354838709677402,5
120,0.3365384615384617,0.23529411764705882,0.2891566265060241,0.19478527607361965,0.1513353115727003,0.1916376306620209,0.4338747099767981,0.21380374011953052,0.290909090909091,0.3255813953488372,0.19354838709677402,5
121,0.20192307692307698,0.2745098039215686,0.024096385542168676,0.07822085889570553,0.10979228486646886,0.06620209059233449,0.18097447795823662,0.1212647002120697,0.45454545454545503,0.3372093023255814,0.35483870967741926,5
122,0.3846153846153847,0.15686274509803919,0.1927710843373494,0.17791411042944782,0.13353115727002968,0.13937282229965156,0.29930394431554525,0.21765953344900524,0.26363636363636367,0.372093023255814,0.12903225806451624,5
123,0.34615384615384626,0.0784313725490196,0.18674698795180725,0.09585889570552146,0.1483679525222552,0.10104529616724739,0.2830626450116009,0.15596684017736706,0.5181818181818185,0.13953488372093026,0.27419354838709675,5
124,0.29807692307692324,0.10784313725490197,0.16867469879518077,0.06748466257668712,0.1454005934718101,0.041811846689895474,0.31786542923433875,0.15596684017736706,0.5181818181818185,0.16279069767441856,0.17741935483870974,6
125,0.2500000000000001,0.04901960784313725,0.28313253012048195,0.015337423312883437,0.24629080118694366,0.13240418118466898,0.34570765661252895,0.10969732022363843,0.44545454545454577,0.16279069767441856,0.2903225806451615,6
126,0.27884615384615397,0.10784313725490197,0.21686746987951808,0.007668711656441719,0.050445103857566766,0.21254355400696864,0.31090487238979114,0.07885097358781579,0.5,0.30232558139534876,0.4838709677419355,6
127,0.34615384615384626,0.30392156862745096,0.1385542168674699,0.09815950920245399,0.07121661721068251,0.09407665505226481,0.27146171693735494,0.13283208020050097,0.3818181818181823,0.2325581395348837,0.403225806451613,5
128,0.2596153846153847,0.15686274509803919,0.1927710843373494,0.10736196319018404,0.08605341246290801,0.16027874564459932,0.4501160092807424,0.16753422016579833,0.663636363636364,0.372093023255814,0.27419354838709675,7
129,0.22115384615384626,0.21568627450980388,0.33734939759036153,0.03374233128834356,0.10385756676557864,0.156794425087108,0.3944315545243619,0.10198573356468188,0.5272727272727273,0.4069767441860464,0.467741935483871,7
130,0.22115384615384626,0.21568627450980388,0.33734939759036153,0.03220858895705522,0.10979228486646886,0.15331010452961671,0.40603248259860786,0.10198573356468188,0.5363636363636366,0.4069767441860464,0.467741935483871,6
131,0.18269230769230782,0.1764705882352941,0.15060240963855423,0.15030674846625766,0.03264094955489615,0.01742160278745645,0.11136890951276103,0.13283208020050097,0.6090909090909093,0.17441860465116277,0.4193548387096775,5
132,0.2596153846153847,0.15686274509803919,0.1927710843373494,0.10736196319018404,0.08605341246290801,0.16027874564459932,0.4501160092807424,0.16753422016579833,0.663636363636364,0.372093023255814,0.27419354838709675,7
133,0.2596153846153847,0.338235294117647,0.24096385542168677,0.19171779141104295,0.08605341246290801,0.1986062717770035,0.5382830626450116,0.2080200501253131,0.46363636363636385,0.4069767441860464,0.16129032258064524,5
134,0.2692307692307693,0.15686274509803919,0.16265060240963858,0.23312883435582823,0.07715133531157273,0.15331010452961671,0.4153132250580046,0.21380374011953052,0.4727272727272731,0.3372093023255814,0.19354838709677402,5
135,0.28846153846153855,0.18627450980392157,0.13253012048192772,0.11503067484662576,0.0741839762611276,0.18466898954703834,0.4501160092807424,0.17331791016001574,0.42727272727272725,0.3488372093023256,0.14516129032258074,5
