Jeff Bridges,13092,Comedy,Robin O Hara,6,How to Lose Friends & Alienate People
Mark Ruffalo,1717,Drama,Steven Zaillian,6,All the King's Men
J.K. Simmons,16538,Comedy,John Hamburg,6,"I Love You, Man"
Viggo Mortensen,37062,Mystery,Dominic Anciano,6,The Passion of Darkly Noon
Jean Reno,4597,Action,Joshua Donen,6,Armored
Robert De Niro,26171,Drama,Ted Field,6,Everybody's Fine
Johnny Depp,9956,Drama,Charles Evans Jr.,6,The Brave
Dwayne Johnson,16866,Science Fiction,Guy Collins,6,Planet 51
John Cusack,116008,Comedy,Paul Dillon,6,Chicago Cab
Gary Oldman,16866,Science Fiction,Guy Collins,6,Planet 51
Kevin Spacey,22640,Comedy,Kevin Spacey,6,Shrink
Nicolas Cage,11699,Drama,Nicolas Cage,6,The Bad Lieutenant: Port of Call - New Orleans
John Cusack,14161,Action,Larry J. Franco,6,2012
Woody Harrelson,14161,Action,Larry J. Franco,6,2012
Keanu Reeves,4475,Comedy,Dede Gardner,6,The Private Lives of Pippa Lee
Javier Bardem,9845,Action,Andrés Vicente Gómez,6,Dance with the Devil
Willem Dafoe,22821,Action,Don Carmody,6,The Boondock Saints II: All Saints Day
Jeff Bridges,120518,Drama,Alan J. Pakula,6,See You in the Morning
Christoph Waltz,9943,Comedy,Ewa Karlström,6,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit
Bradley Cooper,12572,Comedy,Marina Grasic,6,"New York, I Love You"
Forest Whitaker,16523,Family,Tom Hanks,6,Where the Wild Things Are
Mark Ruffalo,16523,Family,Tom Hanks,6,Where the Wild Things Are
Ben Kingsley,17622,Action,Kari Skogland,6,Fifty Dead Men Walking
Christopher Walken,9011,Fantasy,Bob Weinstein,6,The Prophecy 3: The Ascent
Jason Bateman,23082,Comedy,Lynda Obst,6,The Invention of Lying
Edward Norton,23082,Comedy,Lynda Obst,6,The Invention of Lying
Paul Giamatti,23127,Animation,Tom Klein,6,The Haunted World of El Superbeasto
Paul Giamatti,28031,Romance,Mary Kane,6,If These Walls Could Talk 2
Bradley Cooper,16077,Horror,Jonathan Finn,6,My Little Eye
Christopher Walken,10918,Comedy,Michael Cowan,6,Undertaking Betty
Jason Bateman,12569,Comedy,Michael Rotenberg,6,Extract
Ben Affleck,12569,Comedy,Michael Rotenberg,6,Extract
Keanu Reeves,17796,Comedy,Harry J. Ufland,6,Freaked
Joseph Gordon-Levitt,28520,Drama,Scott McGehee,6,Uncertainty
Chris Pine,25769,Action,Anthony Bregman,6,Carriers
Steve Buscemi,22327,Drama,David Permut,6,Youth in Revolt
Jude Law,31867,Action,Scott Stuber,6,Repo Men
Forest Whitaker,31867,Action,Scott Stuber,6,Repo Men
Edward Norton,12834,Comedy,Edward Norton,6,Leaves of Grass
Don Cheadle,26390,Crime,John Thompson,6,Brooklyn's Finest
Ben Stiller,27583,Comedy,Scott Rudin,6,Greenberg
Colin Firth,23488,Fantasy,Barnaby Thompson,6,Dorian Gray
Christopher Plummer,17277,War,Samuel Bronston,6,The Fall of the Roman Empire
Matt Damon,22972,War,Lloyd Levin,6,Green Zone
Forest Whitaker,60778,Action,Charles H. Maguire,6,Downtown
Gary Oldman,1662,Drama,Randy Ostrow,6,State of Grace
Sean Penn,1662,Drama,Randy Ostrow,6,State of Grace
Johnny Depp,12155,Family,Jennifer Todd,6,Alice in Wonderland
Colin Farrell,38448,Drama,Neil Jordan,6,Ondine
William H. Macy,22828,Drama,Michael Hausman,6,Homicide
J.K. Simmons,12569,Comedy,Michael Rotenberg,6,Extract
Benicio del Toro,7978,Drama,Benicio del Toro,6,The Wolfman
Jamie Foxx,32856,Comedy,Mike Karz,6,Valentine's Day
Bradley Cooper,32856,Comedy,Mike Karz,6,Valentine's Day
Willem Dafoe,36351,Drama,G. Mac Brown,6,Light Sleeper
Christopher Walken,71825,Comedy,Robert De Niro,6,Mistress
Robert De Niro,71825,Comedy,Robert De Niro,6,Mistress
Jim Carrey,8952,Comedy,Andrew Lazar,6,I Love You Phillip Morris
Ewan McGregor,8952,Comedy,Andrew Lazar,6,I Love You Phillip Morris
Harrison Ford,27569,Drama,Michael Shamberg,6,Extraordinary Measures
Forest Whitaker,10800,Animation,Tilo Seiffert,6,Dragon Hunters
Willem Dafoe,44027,Crime,David Lynch,6,"My Son, My Son, What Have Ye Done"
William H. Macy,24271,Comedy,Bob Yari,6,The Maiden Heist
Antonio Banderas,40082,Drama,Arnon Milchan,6,The Mambo Kings
Christopher Walken,24271,Comedy,Bob Yari,6,The Maiden Heist
Morgan Freeman,24271,Comedy,Bob Yari,6,The Maiden Heist
Anthony Hopkins,7978,Drama,Benicio del Toro,6,The Wolfman
Brad Pitt,787,Action,Eric McLeod,6,Mr. & Mrs. Smith
Jean Reno,60672,Action,Luc Besson,6,Crimson Rivers II: Angels of the Apocalypse
Ewan McGregor,10313,Comedy,George Clooney,6,The Men Who Stare at Goats
Willem Dafoe,9636,Action,Boaz Davidson,6,Control
Willem Dafoe,17609,Drama,Meta Louise Foldager,6,Antichrist
Samuel L. Jackson,12180,Thriller,Catherine Winder,6,Star Wars: The Clone Wars
Joseph Gordon-Levitt,16164,Crime,Lawrence Bender,6,Killshot
Clint Eastwood,20187,Action,Robert Daley,6,The Eiger Sanction
John Goodman,13975,Thriller,Frédéric Bourboulon,6,In the Electric Mist
Ryan Reynolds,10065,Horror,Michael Bay,6,The Amityville Horror
Tommy Lee Jones,13975,Thriller,Frédéric Bourboulon,6,In the Electric Mist
Colin Firth,16899,Comedy,Barnaby Thompson,6,Easy Virtue
Harrison Ford,16972,Western,Mace Neufeld,6,The Frisco Kid
Ben Stiller,18360,Adventure,Chris Columbus,6,Night at the Museum: Battle of the Smithsonian
Owen Wilson,18360,Adventure,Chris Columbus,6,Night at the Museum: Battle of the Smithsonian
Robert Duvall,9981,Romance,Jimmy Miller,6,Kicking & Screaming
Christian Bale,534,Action,Moritz Borman,6,Terminator Salvation
Forest Whitaker,17740,Drama,Forest Whitaker,6,Powder Blue
Will Ferrell,9981,Romance,Jimmy Miller,6,Kicking & Screaming
Ewan McGregor,13448,Thriller,Brian Grazer,6,Angels & Demons
Tom Hanks,13448,Thriller,Brian Grazer,6,Angels & Demons
Tom Hanks,16279,Comedy,Tom Hanks,6,The Great Buck Howard
Ryan Reynolds,2080,Adventure,Hugh Jackman,6,X-Men Origins: Wolverine
Patrick Stewart,2080,Adventure,Hugh Jackman,6,X-Men Origins: Wolverine
Hugh Jackman,2080,Adventure,Hugh Jackman,6,X-Men Origins: Wolverine
Mark Ruffalo,15801,Action,Bob Yari,6,What Doesn't Kill You
John Goodman,20048,Comedy,Jerry Bruckheimer,6,Confessions of a Shopaholic
Hugh Dancy,20048,Comedy,Jerry Bruckheimer,6,Confessions of a Shopaholic
Ryan Reynolds,16614,Comedy,Ted Hope,6,Adventureland
Nicolas Cage,13811,Action,Steve Tisch,6,Knowing
Paul Giamatti,16558,Romance,Jennifer Fox,6,Duplicity
Paul Rudd,16538,Comedy,John Hamburg,6,"I Love You, Man"
William H. Macy,7364,Action,Stephanie Austin,6,Sahara
Matthew McConaughey,7364,Action,Stephanie Austin,6,Sahara
Will Ferrell,9688,Comedy,Letty Aronson,6,Melinda and Melinda
Denzel Washington,18487,Thriller,Richard Baratta,6,The Taking of Pelham 1 2 3
Sean Penn,179,Crime,Tim Bevan,6,The Interpreter
George Clooney,10313,Comedy,George Clooney,6,The Men Who Stare at Goats
Jeff Bridges,10313,Comedy,George Clooney,6,The Men Who Stare at Goats
Kevin Spacey,10313,Comedy,George Clooney,6,The Men Who Stare at Goats
William H. Macy,23592,Action,John H. Brister,6,In Enemy Hands
Kevin Spacey,6478,Drama,Kevin Spacey,6,Beyond the Sea
John Goodman,6478,Drama,Kevin Spacey,6,Beyond the Sea
Robert De Niro,693,Comedy,Robert De Niro,6,Meet the Fockers
Channing Tatum,17336,Action,Kevin Misher,6,Fighting
Dustin Hoffman,693,Comedy,Robert De Niro,6,Meet the Fockers
Owen Wilson,693,Comedy,Robert De Niro,6,Meet the Fockers
John Goodman,14940,Comedy,Christine Vachon,6,Gigantic
Paul Giamatti,30250,Comedy,Paul S. Mezey,6,Cold Souls
Channing Tatum,14869,Adventure,Lorenzo di Bonaventura,6,G.I. Joe: The Rise of Cobra
Ryan Reynolds,14527,Action,Seaton McLean,6,Foolproof
Joseph Gordon-Levitt,14869,Adventure,Lorenzo di Bonaventura,6,G.I. Joe: The Rise of Cobra
Kevin Costner,11354,Comedy,Sammy Lee,6,The Upside of Anger
Leonardo DiCaprio,281957,Western,Steve Golin,7,The Revenant
Nicolas Cage,279144,Documentary,Jon Schnepp,7,"The Death of ""Superman Lives"": What Happened?"
Joseph Gordon-Levitt,293,Drama,Robert Redford,7,A River Runs Through It
Woody Harrelson,8741,Drama,Grant Hill,7,The Thin Red Line
Michael Fassbender,321697,Drama,Scott Rudin,7,Steve Jobs
Michael Caine,75656,Thriller,Bobby Cohen,7,Now You See Me
Christopher Plummer,15121,Drama,Robert Wise,7,The Sound of Music
Gary Oldman,549,Drama,Jon Kilik,7,Basquiat
Benicio del Toro,321751,Comedy,Fernando León de Aranoa,7,A Perfect Day
Kevin Costner,8367,Adventure,Pen Densham,7,Robin Hood: Prince of Thieves
John Goodman,77174,Family,Travis Knight,7,ParaNorman
Woody Harrelson,75656,Thriller,Bobby Cohen,7,Now You See Me
Denzel Washington,136400,Action,George Furla,7,2 Guns
Morgan Freeman,75656,Thriller,Bobby Cohen,7,Now You See Me
Robert Duvall,11393,Drama,Mark Johnson,7,The Natural
Tom Cruise,11873,Drama,Irving Axelrad,7,The Color of Money
Tom Hardy,82633,Crime,Lucy Fisher,7,Lawless
Robert De Niro,257211,Comedy,Nancy Meyers,7,The Intern
Bryan Cranston,9591,Comedy,Jonathan Demme,7,That Thing You Do!
Benedict Cumberbatch,54138,Action,J.J. Abrams,7,Star Trek Into Darkness
Ewan McGregor,3573,Drama,Patrick Cassavetti,7,Emma
Chris Hemsworth,54138,Action,J.J. Abrams,7,Star Trek Into Darkness
Anthony Hopkins,4476,Adventure,Edward Zwick,7,Legends of the Fall
Chris Pine,54138,Action,J.J. Abrams,7,Star Trek Into Darkness
Gary Oldman,82633,Crime,Lucy Fisher,7,Lawless
Benicio del Toro,273481,Action,Basil Iwanyk,7,Sicario
Jake Gyllenhaal,13466,Drama,Larry J. Franco,7,October Sky
Tom Hanks,9591,Comedy,Jonathan Demme,7,That Thing You Do!
Forest Whitaker,307081,Action,Steve Tisch,7,Southpaw
Dwayne Johnson,82992,Action,Clayton Townsend,7,Fast & Furious 6
John Cusack,32274,Drama,Lydia Dean Pilcher,7,Cradle Will Rock
Jason Statham,82992,Action,Clayton Townsend,7,Fast & Furious 6
Jake Gyllenhaal,307081,Action,Steve Tisch,7,Southpaw
Michael Caine,8545,Comedy,Elizabeth Karlsen,7,Little Voice
Ewan McGregor,8545,Comedy,Elizabeth Karlsen,7,Little Voice
Mark Wahlberg,136400,Action,George Furla,7,2 Guns
Morgan Freeman,8367,Adventure,Pen Densham,7,Robin Hood: Prince of Thieves
Brad Pitt,293,Drama,Robert Redford,7,A River Runs Through It
Tom Hardy,281957,Western,Steve Golin,7,The Revenant
Matt Damon,119675,Drama,Michael Polaire,7,Behind the Candelabra
Paul Giamatti,32274,Drama,Lydia Dean Pilcher,7,Cradle Will Rock
Steve Carell,147773,Comedy,Tom Rice,7,The Way Way Back
Patrick Stewart,9837,Adventure,Penney Finkelman Cox,7,The Prince of Egypt
J.K. Simmons,140300,Action,Melissa Cobb,7,Kung Fu Panda 3
Jude Law,11365,Drama,Marc Samuelson,7,Wilde
Idris Elba,278927,Family,Jon Favreau,7,The Jungle Book
Idris Elba,68726,Action,Guillermo del Toro,7,Pacific Rim
Bill Murray,278927,Family,Jon Favreau,7,The Jungle Book
Ralph Fiennes,20024,Drama,Neil Jordan,7,The End of the Affair
Forest Whitaker,329865,Thriller,Aaron Ryder,7,Arrival
Christopher Walken,278927,Family,Jon Favreau,7,The Jungle Book
Benicio del Toro,549,Drama,Jon Kilik,7,Basquiat
Brad Pitt,72190,Action,Ian Bryce,7,World War Z
Ralph Fiennes,37724,Action,Barbara Broccoli,7,Skyfall
Jeremy Renner,329865,Thriller,Aaron Ryder,7,Arrival
Willem Dafoe,179826,Mystery,John Baldecchi,7,Odd Thomas
Antonio Banderas,103332,Comedy,Albert Berger,7,Ruby Sparks
Steve Carell,93456,Animation,Christopher Meledandri,7,Despicable Me 2
Jeff Bridges,177,Comedy,Debra Hill,7,The Fisher King
Adrien Brody,8741,Drama,Grant Hill,7,The Thin Red Line
John Cusack,8741,Drama,Grant Hill,7,The Thin Red Line
Mark Ruffalo,22267,Drama,James Schamus,7,Ride with the Devil
Sean Penn,8741,Drama,Grant Hill,7,The Thin Red Line
George Clooney,8741,Drama,Grant Hill,7,The Thin Red Line
Clint Eastwood,9386,Action,Jeff Apple,7,In the Line of Fire
Ben Kingsley,278927,Family,Jon Favreau,7,The Jungle Book
Steve Buscemi,62211,Animation,Kori Rae,7,Monsters University
John Goodman,62211,Animation,Kori Rae,7,Monsters University
Christian Bale,9587,Drama,Denise Di Novi,7,Little Women
Mark Ruffalo,75656,Thriller,Bobby Cohen,7,Now You See Me
Forest Whitaker,11873,Drama,Irving Axelrad,7,The Color of Money
Colin Firth,1934,Romance,Harvey Weinstein,7,Shakespeare in Love
Ben Affleck,1934,Romance,Harvey Weinstein,7,Shakespeare in Love
Chris Pine,98548,Drama,Bobby Cohen,7,People Like Us
Geoffrey Rush,1934,Romance,Harvey Weinstein,7,Shakespeare in Love
Ben Kingsley,285783,Adventure,Jack Rapke,7,The Walk
Bill Murray,32274,Drama,Lydia Dean Pilcher,7,Cradle Will Rock
Robert De Niro,9013,Adventure,Martin Brest,7,Midnight Run
Ralph Fiennes,9837,Adventure,Penney Finkelman Cox,7,The Prince of Egypt
Clint Eastwood,8879,Romance,Clint Eastwood,7,Pale Rider
Joseph Gordon-Levitt,285783,Adventure,Jack Rapke,7,The Walk
Robert Duvall,21887,Drama,Charles A. Pratt,7,The Great Santini
Christopher Walken,549,Drama,Jon Kilik,7,Basquiat
Willem Dafoe,549,Drama,Jon Kilik,7,Basquiat
Ben Kingsley,44705,Drama,Stephen Evans,7,Twelfth Night
Javier Bardem,37724,Action,Barbara Broccoli,7,Skyfall
Daniel Craig,37724,Action,Barbara Broccoli,7,Skyfall
Patrick Stewart,206514,Drama,Martin Lisemore,7,"I, Claudius"
J.K. Simmons,350845,Romance,Dorothea Paschalidou,7,Worlds Apart
Woody Harrelson,124071,Documentary,Bert Marcus,7,How to Make Money Selling Drugs
Robert Downey Jr.,259910,TV Movie,Brad Baruh,7,Marvel Studios: Assembling a Universe
Leonardo DiCaprio,64682,Drama,Baz Luhrmann,7,The Great Gatsby
Matt Damon,4912,Comedy,Andrew Lazar,7,Confessions of a Dangerous Mind
Bill Murray,9647,Fantasy,Art Linson,7,Scrooged
Tom Hanks,32562,History,Rob Epstein,7,The Celluloid Closet
Tom Hanks,2280,Fantasy,James L. Brooks,7,Big
Samuel L. Jackson,9516,Drama,Darin Scott,7,Menace II Society
Steve Buscemi,159824,Animation,Robert Smigel,7,Hotel Transylvania 2
Robert Downey Jr.,695,Comedy,Cary Brokaw,7,Short Cuts
Jeremy Irons,1413,Drama,Gabriella Martinelli,7,M. Butterfly
Christopher Walken,121879,Music,Vanessa Coifman,7,A Late Quartet
Jake Gyllenhaal,340666,Drama,Tom Ford,7,Nocturnal Animals
Dustin Hoffman,492,Fantasy,Steve Golin,7,Being John Malkovich
Sean Penn,492,Fantasy,Steve Golin,7,Being John Malkovich
Bradley Cooper,82693,Drama,Bruce Cohen,7,Silver Linings Playbook
Jake Gyllenhaal,253412,Adventure,Baltasar Kormákur,7,Everest
Tom Cruise,954,Adventure,Tom Cruise,7,Mission: Impossible
Tom Hanks,296098,Thriller,Steven Spielberg,7,Bridge of Spies
Anthony Hopkins,10445,Drama,Richard Attenborough,7,Shadowlands
Robert De Niro,82693,Drama,Bruce Cohen,7,Silver Linings Playbook
Bill Murray,10776,Horror,David Geffen,7,Little Shop of Horrors
Jeremy Irons,11416,Adventure,Fernando Ghia,7,The Mission
Jean Reno,954,Adventure,Tom Cruise,7,Mission: Impossible
Robert De Niro,11416,Adventure,Fernando Ghia,7,The Mission
Ben Kingsley,14291,Drama,Scott Rudin,7,Searching for Bobby Fischer
William H. Macy,14291,Drama,Scott Rudin,7,Searching for Bobby Fischer
William H. Macy,113947,Drama,Stephen Nemeth,7,The Sessions
John Cusack,492,Fantasy,Steve Golin,7,Being John Malkovich
Ryan Gosling,105942,Documentary,Ryan Gosling,7,ReGeneration
Jake Gyllenhaal,303991,Comedy,Lianne Halfon,7,Demolition
Tom Hanks,83542,Drama,Tom Tykwer,7,Cloud Atlas
Al Pacino,9008,Drama,Pieter Jan Brugge,7,The Insider
Kevin Costner,3526,Drama,Jonathan Sanger,7,Frances
Johnny Depp,922,Drama,Demetra J. MacBride,7,Dead Man
Daniel Craig,135921,Documentary,Simon Chinn,7,Everything or Nothing
Denzel Washington,11971,Drama,Kenneth Branagh,7,Much Ado About Nothing
Michael Caine,15247,Thriller,Harry Saltzman,7,The Ipcress File
Jude Law,81188,Fantasy,Christina Steinberg,7,Rise of the Guardians
Paul Giamatti,140465,Documentary,Lynn Novick,8,Prohibition
Tom Hanks,13,Comedy,Wendy Finerman,8,Forrest Gump
Al Pacino,949,Action,Art Linson,8,Heat
Tom Cruise,291537,Documentary,Adam Carolla,8,Winning: The Racing Life of Paul Newman
Chris Hemsworth,413279,Comedy,Kevin Feige,8,Team Thor
Jeremy Irons,140465,Documentary,Lynn Novick,8,Prohibition
Tom Hanks,9800,Drama,Jonathan Demme,8,Philadelphia
Brad Pitt,357681,Documentary,Brad Pitt,8,Hitting the Apex
Steve Buscemi,680,Thriller,Lawrence Bender,8,Pulp Fiction
Robert De Niro,949,Action,Art Linson,8,Heat
Robert De Niro,524,Drama,Barbara De Fina,8,Casino
Christopher Walken,680,Thriller,Lawrence Bender,8,Pulp Fiction
Tom Hanks,140465,Documentary,Lynn Novick,8,Prohibition
Antonio Banderas,9800,Drama,Jonathan Demme,8,Philadelphia
Samuel L. Jackson,680,Thriller,Lawrence Bender,8,Pulp Fiction
Denzel Washington,9800,Drama,Jonathan Demme,8,Philadelphia
Viggo Mortensen,334533,Adventure,Lynette Howell Taylor,8,Captain Fantastic
Harrison Ford,11,Adventure,Gary Kurtz,8,Star Wars
Mark Ruffalo,413279,Comedy,Kevin Feige,8,Team Thor
Keanu Reeves,413782,Documentary,Tarô Gotô,8,Mifune: The Last Samurai
Al Pacino,6075,Action,Martin Bregman,8,Carlito's Way
J.K. Simmons,269149,Animation,Clark Spencer,8,Zootopia
Idris Elba,269149,Animation,Clark Spencer,8,Zootopia
Harrison Ford,57656,Documentary,Paul Prischman,8,Dangerous Days: Making Blade Runner
Jason Bateman,269149,Animation,Clark Spencer,8,Zootopia
Benicio del Toro,629,Drama,Bryan Singer,8,The Usual Suspects
Viggo Mortensen,6075,Action,Martin Bregman,8,Carlito's Way
Samuel L. Jackson,13815,Crime,Lawrence Bender,8,Fresh
Kevin Spacey,629,Drama,Bryan Singer,8,The Usual Suspects
Chris Pine,338544,Documentary,Kevin Layne,8,For the Love of Spock
Morgan Freeman,34158,History,Dan Abrams,8,The People Speak
Matt Damon,34158,History,Dan Abrams,8,The People Speak
Tom Hanks,356325,Documentary,Carly Hugo,8,Everything Is Copy
Viggo Mortensen,34158,History,Dan Abrams,8,The People Speak
Brad Pitt,50463,Drama,Lauren Shuler Donner,5,The Favor
Forest Whitaker,98554,TV Movie,Molly M. Fowler,8,Serving Life
Ben Stiller,396398,Comedy,Scott Rudin,5,The Meyerowitz Stories
Dustin Hoffman,396398,Comedy,Scott Rudin,5,The Meyerowitz Stories
Adrien Brody,82519,Drama,Eric Bross,5,Restaurant
Ian McKellen,49789,Drama,Christopher Miles,5,Priest of Love
Jude Law,26738,Thriller,Christopher Sheppard,5,Rage
Samuel L. Jackson,168098,Horror,Shara Kay,5,Cell
John Cusack,168098,Horror,Shara Kay,5,Cell
Steve Buscemi,36630,Drama,Judge Reinhold,5,Zandalee
Nicolas Cage,36630,Drama,Judge Reinhold,5,Zandalee
Ben Affleck,8046,Drama,Casey Silver,5,Gigli
Nicolas Cage,6470,Action,Bill Badalato,5,Fire Birds
